Offene Stellen,Wirtschaftsabteilung,Quartal,job_vacancies
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1994Q3,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1994Q4,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1995Q1,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1995Q2,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1995Q3,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1995Q4,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1996Q1,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1996Q2,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1996Q3,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1996Q4,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1997Q1,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1997Q2,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1997Q3,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1997Q4,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1998Q1,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1998Q2,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1998Q3,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1998Q4,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1999Q1,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1999Q2,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1999Q3,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),1999Q4,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2000Q1,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2000Q2,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2000Q3,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2000Q4,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2001Q1,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2001Q2,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2001Q3,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2001Q4,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2002Q1,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2002Q2,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2002Q3,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2002Q4,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2003Q1,
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2003Q2,1422.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2003Q3,967.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2003Q4,1108.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2004Q1,1709.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2004Q2,1757.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2004Q3,1322.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2004Q4,1325.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2005Q1,1379.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2005Q2,1727.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2005Q3,1609.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2005Q4,2041.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2006Q1,2480.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2006Q2,2670.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2006Q3,2631.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2006Q4,2909.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2007Q1,3302.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2007Q2,3868.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2007Q3,4034.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2007Q4,3511.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2008Q1,3822.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2008Q2,3679.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2008Q3,3422.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2008Q4,2732.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2009Q1,2486.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2009Q2,2685.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2009Q3,2113.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2009Q4,1912.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2010Q1,1612.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2010Q2,1719.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2010Q3,1858.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2010Q4,1861.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2011Q1,1662.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2011Q2,1358.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2011Q3,1324.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2011Q4,1216.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2012Q1,1868.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2012Q2,1598.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2012Q3,1521.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2012Q4,1563.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2013Q1,1856.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2013Q2,1828.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2013Q3,1990.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2013Q4,2244.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2014Q1,2473.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2014Q2,2008.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2014Q3,2047.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2014Q4,1508.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2015Q1,1881.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2015Q2,2028.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2015Q3,1764.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2015Q4,2499.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2016Q1,1742.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2016Q2,1904.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2016Q3,1612.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2016Q4,1293.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2017Q1,1699.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2017Q2,1825.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2017Q3,1921.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2017Q4,2516.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2018Q1,2918.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2018Q2,2691.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2018Q3,2513.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2018Q4,1905.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2019Q1,1849.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2019Q2,2786.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2019Q3,2264.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2019Q4,2268.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2020Q1,2204.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2020Q2,1659.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2020Q3,1977.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2020Q4,1837.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2021Q1,2090.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2021Q2,2561.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2021Q3,3542.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2021Q4,3647.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2022Q1,4090.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2022Q2,3950.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2022Q3,4109.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2022Q4,5155.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2023Q1,4791.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2023Q2,4881.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2023Q3,3644.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2023Q4,3294.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2024Q1,4270.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2024Q2,3154.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2024Q3,3958.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2024Q4,3510.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2025Q1,3033.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2025Q2,3430.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2025Q3,3220.0
Job vacancies - total,77+79-82 Administrative and support service activities (without 78),2025Q4,2882.0
Job vacancies - total,84 Public administration,1992Q2,
Job vacancies - total,84 Public administration,1992Q3,
Job vacancies - total,84 Public administration,1992Q4,
Job vacancies - total,84 Public administration,1993Q1,
Job vacancies - total,84 Public administration,1993Q2,
Job vacancies - total,84 Public administration,1993Q3,
Job vacancies - total,84 Public administration,1993Q4,
Job vacancies - total,84 Public administration,1994Q1,
Job vacancies - total,84 Public administration,1994Q2,
Job vacancies - total,84 Public administration,1994Q3,
Job vacancies - total,84 Public administration,1994Q4,
Job vacancies - total,84 Public administration,1995Q1,
Job vacancies - total,84 Public administration,1995Q2,
Job vacancies - total,84 Public administration,1995Q3,
Job vacancies - total,84 Public administration,1995Q4,
Job vacancies - total,84 Public administration,1996Q1,
Job vacancies - total,84 Public administration,1996Q2,
Job vacancies - total,84 Public administration,1996Q3,
Job vacancies - total,84 Public administration,1996Q4,
Job vacancies - total,84 Public administration,1997Q1,
Job vacancies - total,84 Public administration,1997Q2,
Job vacancies - total,84 Public administration,1997Q3,
Job vacancies - total,84 Public administration,1997Q4,
Job vacancies - total,84 Public administration,1998Q1,
Job vacancies - total,84 Public administration,1998Q2,
Job vacancies - total,84 Public administration,1998Q3,
Job vacancies - total,84 Public administration,1998Q4,
Job vacancies - total,84 Public administration,1999Q1,
Job vacancies - total,84 Public administration,1999Q2,
Job vacancies - total,84 Public administration,1999Q3,
Job vacancies - total,84 Public administration,1999Q4,
Job vacancies - total,84 Public administration,2000Q1,
Job vacancies - total,84 Public administration,2000Q2,
Job vacancies - total,84 Public administration,2000Q3,
Job vacancies - total,84 Public administration,2000Q4,
Job vacancies - total,84 Public administration,2001Q1,
Job vacancies - total,84 Public administration,2001Q2,
Job vacancies - total,84 Public administration,2001Q3,
Job vacancies - total,84 Public administration,2001Q4,
Job vacancies - total,84 Public administration,2002Q1,
Job vacancies - total,84 Public administration,2002Q2,
Job vacancies - total,84 Public administration,2002Q3,
Job vacancies - total,84 Public administration,2002Q4,
Job vacancies - total,84 Public administration,2003Q1,
Job vacancies - total,84 Public administration,2003Q2,786.0
Job vacancies - total,84 Public administration,2003Q3,457.0
Job vacancies - total,84 Public administration,2003Q4,561.0
Job vacancies - total,84 Public administration,2004Q1,883.0
Job vacancies - total,84 Public administration,2004Q2,760.0
Job vacancies - total,84 Public administration,2004Q3,622.0
Job vacancies - total,84 Public administration,2004Q4,631.0
Job vacancies - total,84 Public administration,2005Q1,398.0
Job vacancies - total,84 Public administration,2005Q2,592.0
Job vacancies - total,84 Public administration,2005Q3,615.0
Job vacancies - total,84 Public administration,2005Q4,864.0
Job vacancies - total,84 Public administration,2006Q1,914.0
Job vacancies - total,84 Public administration,2006Q2,861.0
Job vacancies - total,84 Public administration,2006Q3,971.0
Job vacancies - total,84 Public administration,2006Q4,1014.0
Job vacancies - total,84 Public administration,2007Q1,1092.0
Job vacancies - total,84 Public administration,2007Q2,1293.0
Job vacancies - total,84 Public administration,2007Q3,1233.0
Job vacancies - total,84 Public administration,2007Q4,1559.0
Job vacancies - total,84 Public administration,2008Q1,1520.0
Job vacancies - total,84 Public administration,2008Q2,1450.0
Job vacancies - total,84 Public administration,2008Q3,1382.0
Job vacancies - total,84 Public administration,2008Q4,1339.0
Job vacancies - total,84 Public administration,2009Q1,1411.0
Job vacancies - total,84 Public administration,2009Q2,1361.0
Job vacancies - total,84 Public administration,2009Q3,1280.0
Job vacancies - total,84 Public administration,2009Q4,1183.0
Job vacancies - total,84 Public administration,2010Q1,1303.0
Job vacancies - total,84 Public administration,2010Q2,1281.0
Job vacancies - total,84 Public administration,2010Q3,1339.0
Job vacancies - total,84 Public administration,2010Q4,1472.0
Job vacancies - total,84 Public administration,2011Q1,1363.0
Job vacancies - total,84 Public administration,2011Q2,1376.0
Job vacancies - total,84 Public administration,2011Q3,1625.0
Job vacancies - total,84 Public administration,2011Q4,1415.0
Job vacancies - total,84 Public administration,2012Q1,1532.0
Job vacancies - total,84 Public administration,2012Q2,1483.0
Job vacancies - total,84 Public administration,2012Q3,1542.0
Job vacancies - total,84 Public administration,2012Q4,1432.0
Job vacancies - total,84 Public administration,2013Q1,1372.0
Job vacancies - total,84 Public administration,2013Q2,1804.0
Job vacancies - total,84 Public administration,2013Q3,2015.0
Job vacancies - total,84 Public administration,2013Q4,1759.0
Job vacancies - total,84 Public administration,2014Q1,1899.0
Job vacancies - total,84 Public administration,2014Q2,2021.0
Job vacancies - total,84 Public administration,2014Q3,2014.0
Job vacancies - total,84 Public administration,2014Q4,1844.0
Job vacancies - total,84 Public administration,2015Q1,2056.0
Job vacancies - total,84 Public administration,2015Q2,1783.0
Job vacancies - total,84 Public administration,2015Q3,1673.0
Job vacancies - total,84 Public administration,2015Q4,1669.0
Job vacancies - total,84 Public administration,2016Q1,1965.0
Job vacancies - total,84 Public administration,2016Q2,1948.0
Job vacancies - total,84 Public administration,2016Q3,1863.0
Job vacancies - total,84 Public administration,2016Q4,1760.0
Job vacancies - total,84 Public administration,2017Q1,1983.0
Job vacancies - total,84 Public administration,2017Q2,1837.0
Job vacancies - total,84 Public administration,2017Q3,1897.0
Job vacancies - total,84 Public administration,2017Q4,1839.0
Job vacancies - total,84 Public administration,2018Q1,2390.0
Job vacancies - total,84 Public administration,2018Q2,1966.0
Job vacancies - total,84 Public administration,2018Q3,2208.0
Job vacancies - total,84 Public administration,2018Q4,2427.0
Job vacancies - total,84 Public administration,2019Q1,2859.0
Job vacancies - total,84 Public administration,2019Q2,2806.0
Job vacancies - total,84 Public administration,2019Q3,2529.0
Job vacancies - total,84 Public administration,2019Q4,2749.0
Job vacancies - total,84 Public administration,2020Q1,2464.0
Job vacancies - total,84 Public administration,2020Q2,2470.0
Job vacancies - total,84 Public administration,2020Q3,2737.0
Job vacancies - total,84 Public administration,2020Q4,2647.0
Job vacancies - total,84 Public administration,2021Q1,3299.0
Job vacancies - total,84 Public administration,2021Q2,3120.0
Job vacancies - total,84 Public administration,2021Q3,3010.0
Job vacancies - total,84 Public administration,2021Q4,3327.0
Job vacancies - total,84 Public administration,2022Q1,3108.0
Job vacancies - total,84 Public administration,2022Q2,3487.0
Job vacancies - total,84 Public administration,2022Q3,3668.0
Job vacancies - total,84 Public administration,2022Q4,3327.0
Job vacancies - total,84 Public administration,2023Q1,3492.0
Job vacancies - total,84 Public administration,2023Q2,3865.0
Job vacancies - total,84 Public administration,2023Q3,3844.0
Job vacancies - total,84 Public administration,2023Q4,3515.0
Job vacancies - total,84 Public administration,2024Q1,4019.0
Job vacancies - total,84 Public administration,2024Q2,3585.0
Job vacancies - total,84 Public administration,2024Q3,3448.0
Job vacancies - total,84 Public administration,2024Q4,3529.0
Job vacancies - total,84 Public administration,2025Q1,3484.0
Job vacancies - total,84 Public administration,2025Q2,3599.0
Job vacancies - total,84 Public administration,2025Q3,2957.0
Job vacancies - total,84 Public administration,2025Q4,2924.0
Job vacancies - total,85 Education,1992Q2,
Job vacancies - total,85 Education,1992Q3,
Job vacancies - total,85 Education,1992Q4,
Job vacancies - total,85 Education,1993Q1,
Job vacancies - total,85 Education,1993Q2,
Job vacancies - total,85 Education,1993Q3,
Job vacancies - total,85 Education,1993Q4,
Job vacancies - total,85 Education,1994Q1,
Job vacancies - total,85 Education,1994Q2,
Job vacancies - total,85 Education,1994Q3,
Job vacancies - total,85 Education,1994Q4,
Job vacancies - total,85 Education,1995Q1,
Job vacancies - total,85 Education,1995Q2,
Job vacancies - total,85 Education,1995Q3,
Job vacancies - total,85 Education,1995Q4,
Job vacancies - total,85 Education,1996Q1,
Job vacancies - total,85 Education,1996Q2,
Job vacancies - total,85 Education,1996Q3,
Job vacancies - total,85 Education,1996Q4,
Job vacancies - total,85 Education,1997Q1,
Job vacancies - total,85 Education,1997Q2,
Job vacancies - total,85 Education,1997Q3,
Job vacancies - total,85 Education,1997Q4,
Job vacancies - total,85 Education,1998Q1,
Job vacancies - total,85 Education,1998Q2,
Job vacancies - total,85 Education,1998Q3,
Job vacancies - total,85 Education,1998Q4,
Job vacancies - total,85 Education,1999Q1,
Job vacancies - total,85 Education,1999Q2,
Job vacancies - total,85 Education,1999Q3,
Job vacancies - total,85 Education,1999Q4,
Job vacancies - total,85 Education,2000Q1,
Job vacancies - total,85 Education,2000Q2,
Job vacancies - total,85 Education,2000Q3,
Job vacancies - total,85 Education,2000Q4,
Job vacancies - total,85 Education,2001Q1,
Job vacancies - total,85 Education,2001Q2,
Job vacancies - total,85 Education,2001Q3,
Job vacancies - total,85 Education,2001Q4,
Job vacancies - total,85 Education,2002Q1,
Job vacancies - total,85 Education,2002Q2,
Job vacancies - total,85 Education,2002Q3,
Job vacancies - total,85 Education,2002Q4,
Job vacancies - total,85 Education,2003Q1,
Job vacancies - total,85 Education,2003Q2,945.0
Job vacancies - total,85 Education,2003Q3,828.0
Job vacancies - total,85 Education,2003Q4,1144.0
Job vacancies - total,85 Education,2004Q1,1081.0
Job vacancies - total,85 Education,2004Q2,1103.0
Job vacancies - total,85 Education,2004Q3,719.0
Job vacancies - total,85 Education,2004Q4,553.0
Job vacancies - total,85 Education,2005Q1,1104.0
Job vacancies - total,85 Education,2005Q2,1209.0
Job vacancies - total,85 Education,2005Q3,669.0
Job vacancies - total,85 Education,2005Q4,737.0
Job vacancies - total,85 Education,2006Q1,1199.0
Job vacancies - total,85 Education,2006Q2,1615.0
Job vacancies - total,85 Education,2006Q3,1112.0
Job vacancies - total,85 Education,2006Q4,1166.0
Job vacancies - total,85 Education,2007Q1,1456.0
Job vacancies - total,85 Education,2007Q2,1965.0
Job vacancies - total,85 Education,2007Q3,1159.0
Job vacancies - total,85 Education,2007Q4,1311.0
Job vacancies - total,85 Education,2008Q1,2155.0
Job vacancies - total,85 Education,2008Q2,1938.0
Job vacancies - total,85 Education,2008Q3,1319.0
Job vacancies - total,85 Education,2008Q4,1442.0
Job vacancies - total,85 Education,2009Q1,1716.0
Job vacancies - total,85 Education,2009Q2,1815.0
Job vacancies - total,85 Education,2009Q3,983.0
Job vacancies - total,85 Education,2009Q4,1002.0
Job vacancies - total,85 Education,2010Q1,1467.0
Job vacancies - total,85 Education,2010Q2,1636.0
Job vacancies - total,85 Education,2010Q3,1268.0
Job vacancies - total,85 Education,2010Q4,967.0
Job vacancies - total,85 Education,2011Q1,1298.0
Job vacancies - total,85 Education,2011Q2,1467.0
Job vacancies - total,85 Education,2011Q3,997.0
Job vacancies - total,85 Education,2011Q4,1140.0
Job vacancies - total,85 Education,2012Q1,1535.0
Job vacancies - total,85 Education,2012Q2,1814.0
Job vacancies - total,85 Education,2012Q3,1213.0
Job vacancies - total,85 Education,2012Q4,1269.0
Job vacancies - total,85 Education,2013Q1,1904.0
Job vacancies - total,85 Education,2013Q2,1832.0
Job vacancies - total,85 Education,2013Q3,1215.0
Job vacancies - total,85 Education,2013Q4,763.0
Job vacancies - total,85 Education,2014Q1,1408.0
Job vacancies - total,85 Education,2014Q2,1163.0
Job vacancies - total,85 Education,2014Q3,824.0
Job vacancies - total,85 Education,2014Q4,1479.0
Job vacancies - total,85 Education,2015Q1,1131.0
Job vacancies - total,85 Education,2015Q2,1635.0
Job vacancies - total,85 Education,2015Q3,1699.0
Job vacancies - total,85 Education,2015Q4,1710.0
Job vacancies - total,85 Education,2016Q1,1325.0
Job vacancies - total,85 Education,2016Q2,1409.0
Job vacancies - total,85 Education,2016Q3,2067.0
Job vacancies - total,85 Education,2016Q4,1285.0
Job vacancies - total,85 Education,2017Q1,1591.0
Job vacancies - total,85 Education,2017Q2,1242.0
Job vacancies - total,85 Education,2017Q3,1537.0
Job vacancies - total,85 Education,2017Q4,1429.0
Job vacancies - total,85 Education,2018Q1,2435.0
Job vacancies - total,85 Education,2018Q2,2076.0
Job vacancies - total,85 Education,2018Q3,1781.0
Job vacancies - total,85 Education,2018Q4,2191.0
Job vacancies - total,85 Education,2019Q1,2078.0
Job vacancies - total,85 Education,2019Q2,2230.0
Job vacancies - total,85 Education,2019Q3,1365.0
Job vacancies - total,85 Education,2019Q4,1892.0
Job vacancies - total,85 Education,2020Q1,1924.0
Job vacancies - total,85 Education,2020Q2,1865.0
Job vacancies - total,85 Education,2020Q3,1593.0
Job vacancies - total,85 Education,2020Q4,1565.0
Job vacancies - total,85 Education,2021Q1,2387.0
Job vacancies - total,85 Education,2021Q2,2703.0
Job vacancies - total,85 Education,2021Q3,2297.0
Job vacancies - total,85 Education,2021Q4,2216.0
Job vacancies - total,85 Education,2022Q1,2497.0
Job vacancies - total,85 Education,2022Q2,2703.0
Job vacancies - total,85 Education,2022Q3,2658.0
Job vacancies - total,85 Education,2022Q4,2182.0
Job vacancies - total,85 Education,2023Q1,2175.0
Job vacancies - total,85 Education,2023Q2,2623.0
Job vacancies - total,85 Education,2023Q3,2329.0
Job vacancies - total,85 Education,2023Q4,2438.0
Job vacancies - total,85 Education,2024Q1,3289.0
Job vacancies - total,85 Education,2024Q2,2866.0
Job vacancies - total,85 Education,2024Q3,2298.0
Job vacancies - total,85 Education,2024Q4,2121.0
Job vacancies - total,85 Education,2025Q1,2323.0
Job vacancies - total,85 Education,2025Q2,2031.0
Job vacancies - total,85 Education,2025Q3,2297.0
Job vacancies - total,85 Education,2025Q4,2122.0
Job vacancies - total,86-88 Health and social work activities,1992Q2,
Job vacancies - total,86-88 Health and social work activities,1992Q3,
Job vacancies - total,86-88 Health and social work activities,1992Q4,
Job vacancies - total,86-88 Health and social work activities,1993Q1,
Job vacancies - total,86-88 Health and social work activities,1993Q2,
Job vacancies - total,86-88 Health and social work activities,1993Q3,
Job vacancies - total,86-88 Health and social work activities,1993Q4,
Job vacancies - total,86-88 Health and social work activities,1994Q1,
Job vacancies - total,86-88 Health and social work activities,1994Q2,
Job vacancies - total,86-88 Health and social work activities,1994Q3,
Job vacancies - total,86-88 Health and social work activities,1994Q4,
Job vacancies - total,86-88 Health and social work activities,1995Q1,
Job vacancies - total,86-88 Health and social work activities,1995Q2,
Job vacancies - total,86-88 Health and social work activities,1995Q3,
Job vacancies - total,86-88 Health and social work activities,1995Q4,
Job vacancies - total,86-88 Health and social work activities,1996Q1,
Job vacancies - total,86-88 Health and social work activities,1996Q2,
Job vacancies - total,86-88 Health and social work activities,1996Q3,
Job vacancies - total,86-88 Health and social work activities,1996Q4,
Job vacancies - total,86-88 Health and social work activities,1997Q1,
Job vacancies - total,86-88 Health and social work activities,1997Q2,
Job vacancies - total,86-88 Health and social work activities,1997Q3,
Job vacancies - total,86-88 Health and social work activities,1997Q4,
Job vacancies - total,86-88 Health and social work activities,1998Q1,
Job vacancies - total,86-88 Health and social work activities,1998Q2,
Job vacancies - total,86-88 Health and social work activities,1998Q3,
Job vacancies - total,86-88 Health and social work activities,1998Q4,
Job vacancies - total,86-88 Health and social work activities,1999Q1,
Job vacancies - total,86-88 Health and social work activities,1999Q2,
Job vacancies - total,86-88 Health and social work activities,1999Q3,
Job vacancies - total,86-88 Health and social work activities,1999Q4,
Job vacancies - total,86-88 Health and social work activities,2000Q1,
Job vacancies - total,86-88 Health and social work activities,2000Q2,
Job vacancies - total,86-88 Health and social work activities,2000Q3,
Job vacancies - total,86-88 Health and social work activities,2000Q4,
Job vacancies - total,86-88 Health and social work activities,2001Q1,
Job vacancies - total,86-88 Health and social work activities,2001Q2,
Job vacancies - total,86-88 Health and social work activities,2001Q3,
Job vacancies - total,86-88 Health and social work activities,2001Q4,
Job vacancies - total,86-88 Health and social work activities,2002Q1,
Job vacancies - total,86-88 Health and social work activities,2002Q2,
Job vacancies - total,86-88 Health and social work activities,2002Q3,
Job vacancies - total,86-88 Health and social work activities,2002Q4,
Job vacancies - total,86-88 Health and social work activities,2003Q1,
Job vacancies - total,86-88 Health and social work activities,2003Q2,3678.0
Job vacancies - total,86-88 Health and social work activities,2003Q3,2701.0
Job vacancies - total,86-88 Health and social work activities,2003Q4,2187.0
Job vacancies - total,86-88 Health and social work activities,2004Q1,2458.0
Job vacancies - total,86-88 Health and social work activities,2004Q2,2999.0
Job vacancies - total,86-88 Health and social work activities,2004Q3,2235.0
Job vacancies - total,86-88 Health and social work activities,2004Q4,2221.0
Job vacancies - total,86-88 Health and social work activities,2005Q1,2500.0
Job vacancies - total,86-88 Health and social work activities,2005Q2,2678.0
Job vacancies - total,86-88 Health and social work activities,2005Q3,2713.0
Job vacancies - total,86-88 Health and social work activities,2005Q4,2838.0
Job vacancies - total,86-88 Health and social work activities,2006Q1,3002.0
Job vacancies - total,86-88 Health and social work activities,2006Q2,3422.0
Job vacancies - total,86-88 Health and social work activities,2006Q3,3657.0
Job vacancies - total,86-88 Health and social work activities,2006Q4,4271.0
Job vacancies - total,86-88 Health and social work activities,2007Q1,3887.0
Job vacancies - total,86-88 Health and social work activities,2007Q2,4671.0
Job vacancies - total,86-88 Health and social work activities,2007Q3,4512.0
Job vacancies - total,86-88 Health and social work activities,2007Q4,4182.0
Job vacancies - total,86-88 Health and social work activities,2008Q1,4771.0
Job vacancies - total,86-88 Health and social work activities,2008Q2,4977.0
Job vacancies - total,86-88 Health and social work activities,2008Q3,5669.0
Job vacancies - total,86-88 Health and social work activities,2008Q4,5174.0
Job vacancies - total,86-88 Health and social work activities,2009Q1,5924.0
Job vacancies - total,86-88 Health and social work activities,2009Q2,5973.0
Job vacancies - total,86-88 Health and social work activities,2009Q3,5003.0
Job vacancies - total,86-88 Health and social work activities,2009Q4,4521.0
Job vacancies - total,86-88 Health and social work activities,2010Q1,4731.0
Job vacancies - total,86-88 Health and social work activities,2010Q2,5262.0
Job vacancies - total,86-88 Health and social work activities,2010Q3,4499.0
Job vacancies - total,86-88 Health and social work activities,2010Q4,4766.0
Job vacancies - total,86-88 Health and social work activities,2011Q1,5498.0
Job vacancies - total,86-88 Health and social work activities,2011Q2,5791.0
Job vacancies - total,86-88 Health and social work activities,2011Q3,5093.0
Job vacancies - total,86-88 Health and social work activities,2011Q4,5131.0
Job vacancies - total,86-88 Health and social work activities,2012Q1,6032.0
Job vacancies - total,86-88 Health and social work activities,2012Q2,6231.0
